#Data tag : 22v1 , Norm tag: None
359751:8223,10/03/22 12:54:53,1013,1013,0.325350049,0.311891401
359762:8225,10/03/22 23:14:27,242,237,0.091089899,0.084782324
359763:8225,10/04/22 00:48:18,481,474,0.164557677,0.155880159
359764:8225,10/04/22 03:54:57,1124,1124,0.274517846,0.264691652
359776:8226,10/04/22 13:35:02,335,335,0.000215792,0.000213773
359806:8228,10/04/22 22:41:41,393,371,0.160211774,0.144515154
359808:8228,10/05/22 01:14:08,49,46,0.019000231,0.016579987
359809:8228,10/05/22 01:32:58,47,44,0.017789202,0.015442886
359810:8228,10/05/22 01:51:08,201,184,0.071830489,0.062482377
359812:8228,10/05/22 03:09:00,244,228,0.079503177,0.070648769
359813:8228,10/05/22 04:43:40,15,6,0.004619422,0.000000246
359814:8228,10/05/22 04:49:10,383,383,0.104772885,0.101003429
359868:8230,10/05/22 18:53:52,16,8,0.005647491,0.000699050
359869:8230,10/05/22 18:59:48,17,10,0.006442386,0.000000365
359870:8230,10/05/22 19:06:14,20,13,0.008364943,0.003032146
359871:8230,10/05/22 19:13:55,277,243,0.104842023,0.098844855
359887:8232,10/06/22 05:07:33,487,487,0.000319643,0.000317419
359899:8233,10/06/22 10:24:34,297,289,0.008611355,0.007787315
359901:8233,10/06/22 12:19:42,22,7,0.000590404,0.000000023
359903:8233,10/06/22 12:28:03,41,31,0.001079763,0.000421332
359904:8233,10/06/22 12:43:43,24,16,0.000623675,0.000000021
359905:8233,10/06/22 12:53:02,20,6,0.000517866,0.000036556
359998:8236,10/07/22 16:17:45,1907,1907,0.602559899,0.580418780
360017:8238,10/08/22 11:21:01,65,53,0.016525541,0.013059528
360018:8238,10/08/22 11:46:06,20,12,0.006038473,0.003217058
360019:8238,10/08/22 11:53:37,1513,1513,0.485534213,0.468684072
360075:8245,10/09/22 20:40:46,856,794,0.347782551,0.311128700
360088:8245,10/10/22 02:13:18,328,314,0.107538579,0.099501214
360090:8245,10/10/22 04:20:43,804,804,0.207693740,0.200791804
360116:8247,10/10/22 13:52:55,433,407,0.174846413,0.153273974
360121:8247,10/10/22 16:41:07,12,4,0.005174723,0.000000117
360122:8247,10/10/22 16:45:29,6,3,0.002615926,0.000234096
360123:8247,10/10/22 16:47:48,6,2,0.002604580,0.000074478
360124:8247,10/10/22 16:49:51,8,1,0.003443289,0.000141972
360125:8247,10/10/22 16:52:44,331,324,0.131246272,0.121960313
360126:8247,10/10/22 19:01:15,375,370,0.127288992,0.120285479
360127:8247,10/10/22 21:26:55,205,201,0.061340531,0.057975203
360128:8247,10/10/22 22:46:22,180,172,0.050159216,0.044185096
360129:8247,10/10/22 23:56:02,56,50,0.014997491,0.000000351
360130:8247,10/11/22 00:17:44,99,91,0.025724286,0.022483044
360131:8247,10/11/22 00:56:13,390,390,0.090166480,0.087592909
360141:8248,10/11/22 05:31:12,759,759,0.306280822,0.292055242
360224:8253,10/12/22 01:08:06,243,227,0.095454716,0.081679929
360225:8253,10/12/22 02:42:17,369,369,0.152216682,0.141516299
360295:8260,10/13/22 02:44:16,1450,1443,0.549232225,0.522789922
360296:8260,10/13/22 12:07:36,533,533,0.138725559,0.133984140
360327:8263,10/14/22 00:25:36,357,357,0.140163738,0.133675877
360390:8267,10/14/22 20:28:53,85,82,0.033355514,0.029784237
360391:8267,10/14/22 21:01:37,23,13,0.009924192,0.001766553
360392:8267,10/14/22 21:10:16,68,65,0.028652997,0.024347930
360393:8267,10/14/22 21:36:29,157,157,0.052726935,0.049501312
360400:8269,10/15/22 02:46:53,87,87,0.025762512,0.024514761
360413:8272,10/15/22 09:29:51,110,101,0.041069478,0.036643585
360414:8272,10/15/22 10:12:36,6,6,0,0
360428:8273,10/15/22 13:02:15,85,82,0.034158265,0.028412781
360429:8273,10/15/22 13:35:04,11,4,0.004463751,0
360430:8273,10/15/22 13:39:11,37,20,0.015933237,0.000000146
360432:8273,10/15/22 13:53:32,39,32,0.016642675,0.011486356
360433:8273,10/15/22 14:08:37,8,4,0.003367054,0.000000033
360434:8273,10/15/22 14:11:33,11,4,0.004595999,0
360435:8273,10/15/22 14:15:34,78,60,0.032795404,0.019990532
360437:8273,10/15/22 14:45:40,51,44,0.021709925,0.016463470
360438:8273,10/15/22 15:05:14,77,61,0.032103061,0.019487350
360439:8273,10/15/22 15:34:51,21,15,0.008737687,0.005644319
360440:8273,10/15/22 15:42:46,12,6,0.005188698,0.002120225
360441:8273,10/15/22 15:47:09,152,145,0.064844075,0.059101686
360442:8273,10/15/22 16:46:07,141,102,0.055915724,0.038920201
360444:8273,10/15/22 17:40:40,9,3,0.000438159,0.000000016
360445:8273,10/15/22 17:44:00,12,12,0,0
360458:8274,10/15/22 20:23:50,215,207,0.081633594,0.071044928
360459:8274,10/15/22 21:47:03,1344,1339,0.482313966,0.459410860
360460:8274,10/16/22 06:28:58,1088,1088,0.242089468,0.234244356
360486:8276,10/16/22 17:00:52,451,433,0.187173866,0.161642122
360490:8276,10/16/22 19:56:06,1203,1199,0.392513840,0.373762743
360491:8276,10/17/22 03:43:11,191,191,0.043437635,0.041532975
360737:8289,10/19/22 10:34:59,25,25,0.000988229,0.000932286
360761:8293,10/19/22 15:02:11,164,164,0.009416122,0.009223428
360794:8295,10/19/22 23:56:45,691,684,0.287117212,0.268797288
360795:8295,10/20/22 04:25:12,416,412,0.156781390,0.148805846
360796:8295,10/20/22 07:06:44,561,556,0.169522364,0.161529836
360797:8295,10/20/22 10:44:41,17,17,0.002910882,0.002536662
360819:8297,10/20/22 13:45:03,11,3,0.004143227,0
360820:8297,10/20/22 13:48:59,899,892,0.371295271,0.347749724
360821:8297,10/20/22 19:38:13,103,9,0.037715709,0.000000090
360825:8297,10/20/22 20:18:00,366,359,0.121943928,0.113768713
360826:8297,10/20/22 22:40:05,132,132,0.036025335,0.033919294
360856:8299,10/21/22 11:12:32,62,62,0.003234985,0.003138281
360874:8301,10/21/22 16:53:37,61,54,0.003706482,0.003094528
360875:8301,10/21/22 17:17:17,39,32,0.002544324,0.001977002
360876:8301,10/21/22 17:32:24,414,347,0.025109169,0.021167503
360887:8302,10/21/22 22:36:46,134,125,0.051125880,0.043588435
360888:8302,10/21/22 23:28:39,305,297,0.135703351,0.122801925
360889:8302,10/22/22 01:26:51,43,36,0.018973169,0.008619997
360890:8302,10/22/22 01:43:25,540,519,0.210487870,0.194317073
360892:8302,10/22/22 05:12:51,311,307,0.100956370,0.095977122
360893:8302,10/22/22 07:13:39,34,16,0.010268878,0.004435802
360894:8302,10/22/22 07:26:51,20,13,0.006000302,0.003483505
360895:8302,10/22/22 07:34:19,709,705,0.182793813,0.176654224
360919:8304,10/22/22 16:01:25,803,800,0.342455953,0.323330333
360920:8304,10/22/22 21:13:18,11,4,0.004411303,0.001370268
360921:8304,10/22/22 21:17:35,220,220,0.082766112,0.079097914
360927:8305,10/23/22 01:06:25,1908,1897,0.692330823,0.658570578
360940:8306,10/23/22 15:35:40,13,5,0.002693039,0.000341770
360941:8306,10/23/22 15:40:28,87,76,0.033013150,0.024905082
360942:8306,10/23/22 16:14:08,391,348,0.169535887,0.141359155
360945:8306,10/23/22 18:45:57,108,99,0.046732293,0.038280349
360946:8306,10/23/22 19:27:46,398,369,0.161053880,0.141467785
360948:8306,10/23/22 22:02:16,133,123,0.047951977,0.041476576
360950:8306,10/23/22 22:53:44,730,718,0.221602061,0.209801364
360951:8306,10/24/22 03:37:03,195,195,0.046845892,0.044904724
360991:8307,10/24/22 10:23:17,245,238,0.029307877,0.027357777
360992:8307,10/24/22 11:58:16,107,107,0.011124401,0.010852711
361020:8309,10/24/22 17:05:01,409,404,0.027654265,0.025857895
361032:8309,10/24/22 19:43:40,11,11,0.000720197,0.000719708
361044:8311,10/25/22 00:03:13,134,127,0.052425351,0.046357455
361045:8311,10/25/22 00:55:10,1004,956,0.417135700,0.377255252
361050:8311,10/25/22 07:24:54,25,10,0.008714303,0.003147181
361052:8311,10/25/22 07:34:36,74,65,0.024781681,0.020678842
361053:8311,10/25/22 08:03:04,10,2,0.003242485,0.000060796
361054:8311,10/25/22 08:06:43,500,476,0.147183152,0.131008623
361059:8311,10/25/22 11:20:56,122,122,0.031674613,0.030701228
361083:8312,10/25/22 14:24:28,62,62,0.007856501,0.007386473
361091:8313,10/25/22 16:39:55,405,405,0.054270054,0.052373534
361105:8314,10/25/22 23:35:04,428,422,0.155613083,0.145318150
361106:8314,10/26/22 02:21:10,37,31,0.013538816,0.010570845
361107:8314,10/26/22 02:35:30,162,156,0.060301405,0.054964125
361108:8314,10/26/22 03:38:10,15,7,0.005601382,0.002069987
361110:8314,10/26/22 03:43:42,203,203,0.071011819,0.066626728
361188:8315,10/26/22 18:31:01,146,143,0.063063807,0.055026390
361193:8315,10/26/22 19:27:43,36,29,0.015531139,0.011017245
361195:8315,10/26/22 19:41:33,29,25,0.012600019,0.008053173
361196:8315,10/26/22 19:52:28,16,9,0.006865359,0.000014018
361197:8315,10/26/22 19:58:35,2216,2177,0.755111262,0.679694825
361198:8315,10/27/22 10:19:20,55,55,0.009834755,0.009528218
361223:8316,10/27/22 13:21:29,702,702,0.296306936,0.271996868
361239:8317,10/27/22 20:29:16,1065,1058,0.447127926,0.422644807
361240:8317,10/28/22 03:22:51,1028,1028,0.303488253,0.292170693
361271:8319,10/28/22 12:53:41,16,8,0.003711714,0.000544022
361272:8319,10/28/22 12:59:35,148,131,0.062092153,0.050161179
361280:8319,10/28/22 13:56:59,281,272,0.121751245,0.109928975
361283:8319,10/28/22 15:46:07,40,31,0.017290408,0.010754278
361284:8319,10/28/22 16:01:19,43,43,0.015652898,0.014956325
361297:8320,10/28/22 20:08:38,953,947,0.398321916,0.377785936
361303:8321,10/29/22 06:02:54,2249,2249,0.804549276,0.765931545
361318:8322,10/29/22 23:23:31,465,459,0.199795177,0.187534053
361319:8322,10/30/22 02:23:53,204,198,0.089722435,0.068706304
361320:8322,10/30/22 03:42:46,396,396,0.154469838,0.147953445
361333:8324,10/30/22 10:05:36,315,315,0.126361035,0.120479417
361361:8327,10/31/22 02:35:12,55,48,0.021963855,0.015326198
361362:8327,10/31/22 02:56:28,36,31,0.009714646,0.006323361
361363:8327,10/31/22 03:10:21,34,27,0.014115837,0.007940286
361364:8327,10/31/22 03:23:21,167,160,0.072231262,0.064270472
361365:8327,10/31/22 04:28:09,496,489,0.216232922,0.191872703
361366:8327,10/31/22 07:40:31,206,206,0.079920606,0.075032989
361400:8330,10/31/22 17:19:43,458,458,0.192856932,0.182974990
361417:8331,11/01/22 04:23:57,1644,1644,0.637279683,0.609577448
361443:8333,11/01/22 18:10:45,2282,2282,0.804101966,0.771601163
361468:8334,11/02/22 11:34:23,1899,1899,0.735272340,0.696553711
361475:8335,11/03/22 02:17:05,1241,1241,0.506026487,0.482366780
361512:8342,11/03/22 20:41:49,1549,1549,0.602614482,0.577199390
361569:8345,11/04/22 21:57:13,596,571,0.249982351,0.226194026
361573:8345,11/05/22 01:48:33,319,319,0.127210232,0.121250910
361579:8347,11/05/22 08:30:59,881,873,0.367234327,0.341905052
361580:8347,11/05/22 14:13:00,427,427,0.147171634,0.140870598
361881:8379,11/10/22 00:05:53,20,9,0.000002767,0.000001113
361882:8379,11/10/22 00:13:17,24,11,0.000003325,0.000001312
361883:8379,11/10/22 00:22:30,103,100,0.000014229,0.000013614
361884:8379,11/10/22 01:02:22,57,50,0.000007884,0.000006781
361885:8379,11/10/22 01:24:26,353,339,0.000049330,0.000047115
361886:8379,11/10/22 03:41:29,524,516,0.000046844,0.000044897
361887:8379,11/10/22 07:04:56,403,393,0.000059020,0.000057099
361889:8379,11/10/22 09:41:12,19,12,0.000002807,0.000000757
361890:8379,11/10/22 09:48:23,495,483,0.000074069,0.000071759
361893:8379,11/10/22 13:00:38,586,586,0.000089531,0.000088645
361906:8381,11/10/22 19:32:01,28,4,0.000011537,0.000000809
361909:8381,11/10/22 19:42:49,8,5,0.000003297,0.000001722
361910:8381,11/10/22 19:45:36,69,60,0.000028388,0.000024203
361912:8381,11/10/22 20:12:04,107,100,0.000044273,0.000040075
361913:8381,11/10/22 20:53:32,1554,1527,0.000540031,0.000517354
361915:8381,11/11/22 06:57:13,89,81,0.000022015,0.000018097
361916:8381,11/11/22 07:31:36,73,63,0.000014932,0
361917:8381,11/11/22 07:59:37,294,282,0.000056357,0.000050049
361919:8381,11/11/22 09:53:37,564,551,0.000128128,0.000120836
361921:8381,11/11/22 13:32:35,50,44,0.000021873,0.000018736
361922:8381,11/11/22 13:52:00,229,222,0.000100474,0.000095970
361923:8381,11/11/22 15:20:38,78,64,0.000034171,0.000027357
361925:8381,11/11/22 15:50:48,63,56,0.000027539,0.000023763
361926:8381,11/11/22 16:15:17,11,3,0.000004816,0.000000126
361927:8381,11/11/22 16:19:17,122,102,0.000053084,0.000043628
361929:8381,11/11/22 17:06:20,139,132,0.000060353,0.000055731
361932:8381,11/11/22 18:00:00,32,26,0.000013888,0.000011101
361933:8381,11/11/22 18:12:14,128,128,0.000055407,0.000054111
361948:8383,11/11/22 22:07:11,354,354,0.030293100,0.029413458
361953:8385,11/12/22 03:06:55,46,39,0.013911717,0.010076902
361954:8385,11/12/22 03:24:39,198,190,0.056978431,0.053136145
361955:8385,11/12/22 04:41:18,299,287,0.042856327,0.035515438
361956:8385,11/12/22 06:37:06,149,146,0.047216595,0.044345495
361957:8385,11/12/22 07:34:53,1171,1171,0.334192442,0.324249088
361971:8387,11/12/22 17:50:51,2361,2361,0.839060697,0.804394236
361989:8389,11/13/22 14:15:54,122,117,0.047023577,0.042110784
361990:8389,11/13/22 15:03:08,219,210,0.094099529,0.083851395
361992:8389,11/13/22 16:27:58,15,8,0.006692941,0.000001288
361993:8389,11/13/22 16:33:48,15,5,0.006643088,0.000000406
361994:8389,11/13/22 16:39:23,128,128,0.050303219,0.047369247
362009:8392,11/14/22 08:33:53,38,38,0.005604423,0.004952069
362058:8395,11/14/22 16:00:10,179,173,0.070249839,0.061943013
362059:8395,11/14/22 17:09:39,77,67,0.032871641,0.025241961
362060:8395,11/14/22 17:39:17,96,89,0.041620213,0.035565389
362061:8395,11/14/22 18:16:14,321,314,0.138328671,0.127250597
362062:8395,11/14/22 20:20:50,221,214,0.093890832,0.084972497
362063:8395,11/14/22 21:46:25,137,110,0.053731578,0.035215895
362064:8395,11/14/22 22:39:31,1081,1081,0.324035360,0.312532519
362085:8398,11/15/22 11:02:19,168,158,0.073390192,0.058166850
362087:8398,11/15/22 12:07:32,155,147,0.068042654,0.060451144
362091:8398,11/15/22 13:07:33,1425,1425,0.517118085,0.493335446
362104:8399,11/16/22 01:17:03,130,122,0.048975465,0.041510475
362105:8399,11/16/22 02:07:18,191,184,0.081360801,0.073133444
362106:8399,11/16/22 03:21:10,87,83,0.037103121,0.032304079
362107:8399,11/16/22 03:54:57,799,799,0.328145935,0.312490777
362148:8401,11/16/22 13:18:07,734,722,0.307397593,0.287655399
362152:8401,11/16/22 18:03:13,7,3,0.003093565,0.000190833
362153:8401,11/16/22 18:05:40,152,144,0.065646881,0.057032853
362154:8401,11/16/22 19:04:32,791,791,0.275929934,0.264355937
362159:8402,11/17/22 02:21:39,31,13,0.008646374,0.002154721
362160:8402,11/17/22 02:33:39,9,2,0.003673042,0.000539784
362161:8402,11/17/22 02:36:51,131,124,0.055532987,0.048836936
362163:8402,11/17/22 03:27:43,71,65,0.030350770,0.026201026
362166:8402,11/17/22 03:55:09,344,337,0.147728332,0.136673179
362167:8402,11/17/22 06:08:33,653,653,0.266937160,0.255827475
362433:8456,11/21/22 11:32:34,18,15,0.007831713,0.003451584
362434:8456,11/21/22 11:39:27,10,2,0.004658375,0
362435:8456,11/21/22 11:43:07,26,11,0.012991037,0.001226044
362437:8456,11/21/22 11:53:12,96,93,0.044543303,0.036465320
362438:8456,11/21/22 12:30:09,93,89,0.036729111,0.032895708
362439:8456,11/21/22 13:05:58,1608,1608,0.644310097,0.600552053
362596:8471,11/23/22 20:59:10,45,37,0.015597227,0.009564840
362597:8471,11/23/22 21:16:30,141,141,0.059461349,0.057363085
362613:8474,11/24/22 06:31:28,24,0,0.006894860,0
362614:8474,11/24/22 06:40:41,162,153,0.073058115,0.063853794
362615:8474,11/24/22 07:43:24,161,153,0.076891548,0.067052143
362616:8474,11/24/22 08:45:49,365,358,0.175276319,0.157509549
362617:8474,11/24/22 11:07:16,251,244,0.116150200,0.107022864
362618:8474,11/24/22 12:44:46,282,282,0.110029356,0.101365904
362643:8479,11/24/22 20:53:39,337,337,0.000153609,0.000151465
362653:8484,11/25/22 07:52:25,277,268,0.111717393,0.101817976
362654:8484,11/25/22 09:39:59,53,26,0.023249933,0.010528078
362655:8484,11/25/22 10:00:15,374,356,0.164631677,0.141710184
362656:8484,11/25/22 12:25:27,19,11,0.008129856,0.000000049
362657:8484,11/25/22 12:32:35,214,214,0.083223981,0.079946472
362695:8489,11/26/22 00:41:11,338,335,0.137053439,0.127874976
362696:8489,11/26/22 02:52:11,1731,1724,0.609246999,0.580772588
362697:8489,11/26/22 14:04:33,15,6,0.003679914,0.000012938
362698:8489,11/26/22 14:10:14,383,383,0.084177077,0.081156096
362720:8491,11/26/22 22:58:15,908,905,0.373391128,0.352829899
362721:8491,11/27/22 04:50:57,10,4,0.004262853,0.000000202
362722:8491,11/27/22 04:54:28,9,3,0.003786420,0
362723:8491,11/27/22 04:57:55,13,7,0.005418711,0.000000003
362724:8491,11/27/22 05:02:57,7,2,0.002896670,0
362725:8491,11/27/22 05:05:36,11,3,0.004532434,0
362726:8491,11/27/22 05:09:37,14,7,0.005752561,0.000000244
362727:8491,11/27/22 05:15:01,17,8,0.006890271,0.001665086
362728:8491,11/27/22 05:21:34,393,393,0.150919877,0.143432981
#Summary:
#nfill,nrun,nls,ncms,totdelivered(/fb),totrecorded(/fb)
#177,795,181548,175470,41.069817833,37.654382007
